gameId,platformId,gameCreation,gameDuration,queueId,mapId,seasonId,gameVersion,gameMode,gameType,team0-teamId,team0-win,team0-firstBlood,team0-firstTower,team0-firstInhibitor,team0-firstBaron,team0-firstDragon,team0-firstRiftHerald,team0-towerKills,team0-inhibitorKills,team0-baronKills,team0-dragonKills,team0-vilemawKills,team0-riftHeraldKills,team0-dominionVictoryScore,team0-ban-0-championId,team0-ban-1-championId,team0-ban-2-championId,team0-ban-3-championId,team0-ban-4-championId,team1-teamId,team1-win,team1-firstBlood,team1-firstTower,team1-firstInhibitor,team1-firstBaron,team1-firstDragon,team1-firstRiftHerald,team1-towerKills,team1-inhibitorKills,team1-baronKills,team1-dragonKills,team1-vilemawKills,team1-riftHeraldKills,team1-dominionVictoryScore,team1-ban-0-championId,team1-ban-1-championId,team1-ban-2-championId,team1-ban-3-championId,team1-ban-4-championId
3169409930,NA1,1570592336728,974,420,11,13,9.19.290.8808,CLASSIC,MATCHED_GAME,100,Fail,true,false,false,false,false,false,0,0,0,0,0,0,0,245,119,412,122,91,200,Win,false,true,false,false,true,true,4,0,0,2,0,1,0,91,80,555,25,101
3170100438,NA1,1570662686076,1433,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Win,true,false,true,false,true,true,10,2,0,2,0,1,0,8,80,412,91,119,200,Fail,false,true,false,false,false,false,1,0,0,0,0,0,0,85,80,555,69,8
3180464509,NA1,1571621598229,1502,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Win,true,true,true,false,true,true,6,1,0,3,0,1,0,53,35,58,85,111,200,Fail,false,false,false,false,false,false,1,0,0,0,0,0,0,105,119,80,107,157
3180502339,NA1,1571623488516,1032,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Fail,false,false,false,false,false,false,0,0,0,0,0,0,0,121,85,555,35,119,200,Win,true,true,false,false,true,true,2,0,0,2,0,1,0,35,86,80,8,157
3181255655,NA1,1571688177001,1295,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Win,true,true,true,true,true,true,6,1,1,3,0,1,0,53,105,122,111,28,200,Fail,false,false,false,false,false,false,0,0,0,0,0,0,0,246,86,121,36,51
3180526904,NA1,1571624953329,1359,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Fail,true,false,false,false,false,true,4,0,0,0,0,1,0,24,107,23,28,20,200,Win,false,true,true,true,true,false,9,1,1,3,0,0,0,8,62,119,-1,24
3169421413,NA1,1570597026715,1091,420,11,13,9.19.290.8808,CLASSIC,MATCHED_GAME,100,Win,true,false,true,false,true,true,7,1,0,2,0,1,0,51,-1,122,11,245,200,Fail,false,true,false,false,false,false,1,0,0,0,0,0,0,92,107,91,119,54
3181336950,NA1,1571694387116,1144,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Win,true,true,true,false,true,true,8,1,0,1,0,1,0,157,86,119,555,90,200,Fail,false,false,false,false,false,false,0,0,0,0,0,0,0,38,555,25,35,28
3181303800,NA1,1571692343948,1065,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Fail,true,false,false,false,false,false,0,0,0,0,0,0,0,157,119,498,10,121,200,Win,false,true,true,false,true,true,7,1,0,2,0,1,0,114,157,121,498,111
3181418988,NA1,1571702898619,1267,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Fail,true,false,false,false,false,false,0,0,0,0,0,0,0,35,119,82,101,121,200,Win,false,true,false,false,true,true,6,0,0,3,0,1,0,24,121,114,25,23
3181522189,NA1,1571704582888,2073,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Fail,true,true,false,true,true,true,3,0,1,2,0,1,0,119,154,246,60,51,200,Win,false,false,true,false,false,false,8,1,1,3,0,0,0,-1,8,55,107,86
3181532067,NA1,1571707119417,2097,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Win,false,true,true,true,false,false,8,1,1,2,0,0,0,121,84,35,53,86,200,Fail,true,false,false,false,true,true,5,0,0,2,0,1,0,121,8,555,35,22
3182113179,NA1,1571774014800,1582,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Fail,false,false,false,false,false,false,2,0,0,0,0,0,0,13,80,121,157,350,200,Win,true,true,true,true,true,false,9,2,1,3,0,0,0,86,30,119,28,91
3182336678,NA1,1571792033337,1690,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Win,false,false,true,true,false,true,11,2,1,1,0,1,0,121,25,51,80,38,200,Fail,true,true,false,false,true,false,2,0,0,3,0,0,0,30,555,114,412,119
3182361516,NA1,1571790601416,1004,420,11,13,9.20.292.2452,CLASSIC,MATCHED_GAME,100,Win,true,true,false,false,false,true,2,0,0,1,0,1,0,121,35,-1,246,25,200,Fail,false,false,false,false,true,false,0,0,0,1,0,0,0,421,119,38,41,350
3183454305,NA1,1571865443959,1899,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Win,true,true,true,false,false,false,11,3,0,2,0,0,0,121,35,8,86,119,200,Fail,false,false,false,true,true,true,2,0,1,2,0,1,0,142,36,111,412,80
3184359633,NA1,1571959718058,1314,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Fail,false,false,false,false,true,false,0,0,0,1,0,0,0,25,80,53,7,121,200,Win,true,true,true,false,false,true,11,3,0,2,0,1,0,25,24,45,245,111
3184443208,NA1,1571961072087,1928,420,11,13,9.21.294.813,CLASSIC,MATCHED_GAME,100,Win,true,true,true,true,false,true,11,3,2,2,0,1,0,80,84,119,412,24,200,Fail,false,false,false,false,true,false,2,0,0,2,0,0,0,105,245,107,11,74
